What was the name of the first Russian astronaut to do a spacewalk ?,ind
What disease is transmitted by the Anopheles mosquito ?,dismed
What rum is so'mixable'it is a one-brand bar ?,food
How many South American countries have the letter Z in their names ?,count
What is the contents of proposition 98 ?,def
Where was George Washington born ?,other
"How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie , Scotland , December 21 , CD .",count
Who wrote NN DT NNP NNP'?,ind
What is paracetamol ?,def
What are the powers and weaknesses of Green Lantern 's ring ?,desc
"Which mosquito 's bite draws blood , DT NN CC DT NN .",animal
When was the first steel mill in the United States built ?,date
What diminutive American female gymnast stole the show at the 1984 Olympics ?,ind
What is the origin of the name Katie ?,desc
"What schools in the Washington , DC NN NN VBP NN NN NN NN .",gr
When did the Berlin Wall go up ?,date
Who is Terrence Malick ?,desc
What instrument is Ray Charles best known for playing ?,instru
"What 's the meaning of the Latin battle cry : Ad arma , ad arma .",def
What is the mascot for Notre Dame University ?,other
"What Las Vegas hotel burned in November , 1980 , with the loss of 84 lives ?",other
When did Mount St. Helen last have a significant eruption ?,date
CNN is the abbreviation for what ?,exp
When did World War I start ?,date
How many feet are there in a fathom ?,count
What is a Canada two-penny black ?,def
What European city do Nicois live in ?,city
How can I find out what year a Beanie Baby was introduced ?,manner
What is the classic definition of tragic hero ?,def
To what does Microsoft 's Windows 3 owe its success ?,other
Who was President of Afghanistan in 1994 ?,ind
"What are other ways of getting stretch marks besides pregnancy , weight loss , and weight lifting ?",techmeth
What did brontosauruses eat ?,food
What color bottles do good Rhine wines come in ?,color
Who was the lead actress in the movie ` Sleepless in Seattle ' ?,ind
Who was the 16th President of the United States ?,ind
Who are the two sons of Ozzie and Harriet Nelson ?,ind
What is molybdenum ?,def
When is Boxing Day ?,date
What is the lowest level of the American judiciary ?,other
When was the battle of the Somme fought ?,date
How many people did Randy Craft kill ?,count
What 's the official animal of Canada ?,animal
When did Spielberg direct'Jaws'?,date
What is the size of the largest akita ?,volsize
What animal has the biggest eyes ?,animal
What is California 's capital ?,city
Who was the author of the book about computer hackers called'The Cuckoo 's Egg : Tracking a Spy Through the Maze of Computer Espionage'?,ind
Who was the founding member of the Pink Floyd band ?,ind
What European country is home to the beer-producing city of Budweis ?,country
How do I find the balance of my social security account ?,manner
What is the history of Valentine 's Day cards ?,desc
Where was Christopher Columbus born ?,other
What do Italians call Florence ?,termeq
How do you get to the top of the Eiffel Tower ?,manner
What does ` PSI ' stand for ?,exp
What sea did the Romans call mare nostrum ?,other
What 's the term for a bet before cards are dealt ?,termeq
"Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?",animal
What city did the Flintstones live in ?,city
What is Latin for incompetent ?,termeq
What chemicals are used in lethal injection ?,dismed
What toy company is the world 's No.1 maker of female apparel ?,gr
What board game does a'wood-pusher'play poorly ?,sport
Which Doonesbury character was likely to turn into a werewolf ?,ind
What is the abbreviation for micro ?,abb
What are the 7 articles of the constitution ?,other
Who has won the most Super Bowls ?,gr
What does NASDAQ stand for ?,exp
What is BPH ?,exp
What is the fastest commercial automobile that can be bought in the US ?,other
What stadium do the Miami Dolphins play their home games in ?,other
Who has the only speaking role in'Silent Movie'?,ind
Why is poop sometimes different colors ?,reason
What was Einstein 's IQ ?,other
What day was Pearl Harbor attacked in 1942 ?,date
What girl 's name is'Teddy'an affectionate form of ?,ind
What state is John F. Kennedy buried in ?,state
What is the best way to remove wallpaper ?,techmeth
What U.S. state has an element named for it ?,state
What company tabulates the ballots in voting for the Academy Awards ?,gr
How did the tradition of best man start ?,manner
How many years ago did the ship Titanic sink ?,count
What is the deepest area of the Arctic Ocean ?,other
What are Halloween 's colors ?,color
How is silk screening done ?,manner
"What is the latitude and longitude of El Paso , Texas ?",other
Who made a boat out of gopher wood ?,ind
Where can I find a'Fifth Element'screensaver ?,other
Which Bloom County resident wreaks havoc with a computer ?,ind
How do you match a name to a social security number ?,manner
How does a rainbow form ?,manner
What is the normal resting heart rate of a healthy adult ?,other
What is the population of Ohio ?,other
How many calories are there in a Big Mac ?,count
Hazmat stands for what ?,def
What creature scares people in the film'Jaws'?,animal
What part did John Peter Zenger play in the deveopment of the newspaper in America ?,ind
Who followed Caesar ?,ind
What are the four elements ?,substance
Who was the first woman golfer to earn a million ?,ind
What 's the tallest piece on a chessboard ?,other
What is Answers.com 's address ?,other
Where can I buy movies on videotape online ?,other
Who does the advertizing for Frito-Lay ?,ind
Who is the leading competitor of Trans Union Company ?,gr
What product did Robert Conrad dare people to knock off his shoulder ?,product
Who invented the radio ?,ind
What 's the American dollar equivalent for 8 pounds in the U.K. ?,count
What are the different approaches of systems analysis ?,techmeth
How do doctors diagnose bone cancer ?,manner
Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?,ind
What is the speed of the Mississippi River ?,speed
What are the developmental stages of a swimmer ?,other
What actor first portrayed James Bond ?,ind
What ocean is the largest in the world ?,other
"Who was the first American poet to win the Nobel Prize for literature , in 1948 ?",ind
What year did Jack Nicklaus join the Professional Golfers Association tour ?,date
How many sonnets did Shakespeare write ?,count
What causes the redness in your cheeks when you blush ?,reason
Who won the Nobel Peace Prize in 1991 ?,ind
Who are the Challengers of the Unknown ?,gr
Define the Pheonix Club ?,def
Which city did Christian Crusaders fight to recapture from the Muslims ?,city
What does it mean'Rupee Depreciates'?,def
What gaming devices were dubbed'Mississippi marbles'and'Memphis dominoes'?,other
Who was the first coach of the Cleveland Browns ?,ind
How successful is arometherapy ?,manner
What Jewish holiday saw the start of the 1973 Mideast War ?,event
How does a copier work ?,manner
What is the speed of the Mississippi River ?,speed
Who said of Super Bowl III in 1969 :'We 'll win- I guarantee it'?,ind
What is Dudley Do-Right 's horse 's name ?,animal
Who declared :'I am down on whores and I shan 't stop ripping them'?,ind
Where does chocolate come from ?,other
What TV game show once saw a contestant admit to picking his toes in the shower ?,cremat
What Soviet leader owned a Rolls-Royce ?,ind
Where can I find a case on Individuals with Disabilities Education Act of 1991 ?,other
What war did Florence Nightingale tend the troops in ?,event
"Who wrote the song ,'Stardust'?",ind
How many Beatles ' records went #1 ?,count
Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?,ind
What is the abbreviation of the company name ` General Motors ' ?,abb
What mountains lie between the Arkansas and Missouri rivers ?,mount
Who received the Will Rogers Award in 1989 ?,ind
What is the function of RAM ?,reason
What 's the closest G2 Spectrum Yellow Dwarf to Earth ?,other
How many equal angles are there in an isosceles triangle ?,count
What is the fear of cockroaches called ?,dismed
What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?,cremat
What is the use of a 24-hour clock instead of a 12-hour clock ?,desc
What was the name of the lawyer who represented Randy Craft ?,ind
What United States President had dreamed that he was assassinated ?,ind
What film did Lee Marvin win the 1965 best actor Oscar for ?,cremat
Where is Basque country located ?,other
What product does'Mrs. Olsen'promote ?,product
What time of day did Emperor Hirohito die ?,date
What is dry ice ?,def
What 's the most powerful card in Euchre ?,other
What does'intractable plantar keratoma'mean ?,def
How many years did it take James Joyce to write Ulysses ?,count
What crop failure caused the Irish Famine ?,food
What South Korean city is served by Kimpo International Airport ?,city
How many types of dogs ' tails are there - three,count
What is the longest-running television series ?,cremat
What predators exist on Antarctica ?,animal
What is the difference between a generator and an alternator ?,desc
How is energy created ?,manner
What beer advertised that it had'three rings'?,food
What is the quantity of American soldiers still unaccounted for from the Vietnam war ?,other
What golfing accessory was patented by George Grant on December 12,techmeth
What are the different types of plastic ?,other
How is it correct to say ` qigong ' ?,manner
What was the highest mountain on earth before Mount Everest was discovered ?,mount
"Where was the Ligurian Republic , 1797-185 , ?",other
What country 's people are the top television watchers ?,country
When was the women 's suffrage amendment ratified ?,date
What Polynesian people inhabit New Zealand ?,gr
What movie tour of the Roman empire features the admonition :'Row well and live'?,cremat
What Nevada center has been dubbed The Biggest Little City in the World ?,city
"What President lived at 219 North Delaware Street , Independence , Missouri ?",ind
Give a reason for American Indians oftentimes dropping out of school .,reason
Where must a soccer goalie stand to be permitted to handle the ball ?,other
What is the difference between classical conditioning and operant conditioning ?,desc
In what U.S. state was the first woman governor elected ?,state
What are some interesting facts and information about dogsledding ?,desc
What year did Hitler die ?,date
What famous model was married to Billy Joel ?,ind
What kind of animal is Babar ?,animal
What is Jane Goodall known for ?,reason
What killed Bob Marley ?,other
How much money are Dumbo 's ears insured for ?,money
Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?,ind
Who is Stein Eriksen ?,desc
What does the name Billie mean ?,def
Who is the fastest swimmer in the world ?,ind
What is the highest peak in Africa ?,mount
Where is Procter & Gamble headquartered in the U.S. ?,other
What desert has been called The Garden of Allah ?,other
What do bicornate animals have two of ?,other
What function does a community 's water tower serve ?,reason
What is a fear of weakness ?,dismed
How many miles is it to Ohio from North Carolina ?,count
How much snow equals an inch of rain ?,count
What does G.M.T. stand for ?,exp
What does Inuit and Eskimo mean ?,def
What song served as the closing theme of The Johnny Cash Show ?,cremat
What field sport did dentist William Beers promote and write a standard book of rules for ?,sport
How do I tie dye clothes ?,manner
When does the average teenager first have intercourse ?,date
Why doesn 't www.answers.com have any answers to my questions ?,reason
What actor 's autobiography is titled All My Yesterdays ?,ind
What Russian master spy lived in the U.S. under the name Emil Goldfus ?,ind
Where 's the 19th hole on a golf course ?,other
What 's nature 's purpose for tornadoes ?,reason
Who played the original Charlie 's Angels ?,ind
Where can I find a person 's address from a telephone number ?,other
"What English word comes from the Old French covrefeu , meaning cover fire ?",word
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,instru
Where did Sarge Steel get his metal hand ?,other
What makes popcorn pop ?,reason
Who wrote The Night of the Iguana ?,ind
Where does your hair grow the fastest ?,body
What country did King Gustav V reign over from 197 to 195 ?,country
Who painted Mother and Child ?,ind
What is the speed of the Mississippi River ?,speed
In what area of the world was the Six Day War fought ?,other
What is the brightest star visible from Earth ?,other
What film marked Robert Redford 's directorial debut ?,cremat
What was Mao 's second name ?,ind
What film or films has Jude Law appeared in ?,cremat
Where do hyenas live ?,other
Who is the'Queen Mother'?,desc
What 's the most commonly-spoken language in Belgium ?,lang
Who has more DNA - a man or a woman ?,ind
What are Maid-Rites ?,def
"What children 's tale contains the line :'Come , Cinderslut , and hold this skein of wool for me'?",cremat
What level of government or governmental agency is responsible for dealing with racism ?,gr
How many referees work a soccer game ?,count
What cocktail do you concoct with whisky and sweet vermouth ?,food
How do you say'fresh'in Spanish ?,termeq
What do bee hives do in cranberry bogs ?,desc
What caused the Lynmouth floods ?,reason
When is the Tulip Festival in Michigan ?,date
"Who came up with the name , El Nino ?",ind
What movie did Madilyn Kahn star in with Gene Wilder ?,cremat
What type of bridge is the Golden Gate Bridge ?,other
What dictator has the nickname'El Maximo'?,ind
What stereo manufacturer is'Slightly ahead of its time'?,gr
What U.S. city is The Queen of the Pacific ?,city
What TV sitcom character had the maiden name Ethel Potter ?,ind
What was the first Lifesaver flavor ?,food
Who kept the most famous diary in the English language ?,ind
Where can I find out the top 1 singles ?,other
How many degrees cooler is the inside of a cucumber than the air outside ?,count
What Spanish artist painted Crucifixion ?,ind
What is the Jewish bible called ?,cremat
Why is the grass green ?,reason
What is a firewall ?,def
What spy novelist served as Moscow correspondent for Reuter and The Times of London ?,ind
Which oil company almost picked a word that meant'stalled car'in Japanese as its new international name ?,gr
How long does it take for Spider-Man 's web to evaporate ?,period
Who was Randy Steven Craft 's lawyer ?,ind
What was known as the Spice Island ?,other
Who was the first host of Person to Person ?,ind
Name the Ranger who was always after Yogi Bear .,ind
"What deck of cards includes the Wheel of Fortune , the Lovers , and Death ?",other
What does the Statue of Liberty wear on her feet ?,other
Who is the superstar in rent-a-cars ?,ind
McCarren Airport is located in what city ?,city
"What household facility contains a float ball , ballcock , and overflow tube ?",other
What was the name of Betty Boop 's dog ?,animal
What fraction of a beaver 's life is spent swimming ?,perc
What was the Bridge of San Luis Rey made of ?,substance
What do economists do ?,desc
What country has the largest sheep population ?,country
"What do I need to do to take my dog with me to live in Dominica , West Indies for a year ?",desc
What country is the world 's largest importer of cognac ?,country
How many years is Johnnie Walker Black Label aged ?,count
What does SIDS stand for ?,exp
What is Grenada 's main commodity export ?,other
"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?",money
What makes a clitoris sensitive ?,reason
"What country has the most time zones , with 11 ?",country
What'magic'does Mandrake employ ?,other
Who is the president of Stanford University ?,ind
Whose first presidential order was :'Let 's get this goddamn thing airborne'?,ind
"What was introduced commercially by Bayer A.G. of Leverkusen , in 1899 ?",other
What city is Logan Airport in ?,city
What is a nanometer ?,def
How many innings are there in a regulation softball game ?,count
When did CNN go on the air ?,date
What is the largest city on the Great Lakes ?,city
What is the telephone number for the University of Kentucky ?,code
Who invented baseball ?,ind
How many wives did Brigham Young have ?,count
What product on the market is good for hiding facial scars ?,product
How long is the Coney Island boardwalk ?,dist
What city gained renown for its pea-soup fogs ?,city
What does'Janelle'mean ?,def
How do I get another city 's newspaper ?,manner
Name a movie about the Sioux Indians starring Kevin Costner .,cremat
"Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?",ind
What are the distinct physical characterstics of the Arabian horse ?,desc
What is a fear of thunder ?,dismed
What animal has killed the most people ?,animal
How many colleges are in Wyoming ?,count
What Russian seaport has a name meaning'Lord of the East'?,city
Where can stocks be traded on-line ?,other
When was the Battle of Hastings ?,date
What kind of file has the extension .dbf ?,other
When did Muhammad live ?,date
"What then-derogatory term was applied to the painters Monet , Sisley , Pissarro , Renoir and Degas ?",termeq
What is a wop ?,def
Where do rocks come from ?,desc
How do I stop background noise in a car stereo ?,manner
Where do people mountain climb in Nepal ?,mount
What is the best college in the country ?,gr
What is viscosity ?,def
What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?,cremat
What are the Nordic nations ?,country
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,other
What U.S. state borders Illinois to the north ?,state
Name a film in which Jude Law acted .,cremat
What is the temperature for baking Peachy Oat Muffins ?,temp
What is a fear of bees ?,dismed
What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?,cremat
What is a green bog ?,def
Where did the myth of Santa Claus originate ?,other
What does a chairbound basophobic fear ?,other
What city is served by Logan International Airport ?,city
What wrestling star became'The Incredible Hulk'?,ind
What attracts tourists to Reims ?,other
What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?,sport
What fastener did Whitcomb Judson patent in 1893 ?,other
What 's an auberge in France ?,def
Who was the star of the 1965 Broadway hit Golden Boy ?,ind
Where is Procter & Gamble based in the U.S. ?,other
What army was founded by William Booth and his wife Catherine ?,gr
What does ribavirin consist of ?,substance
Name the soft drink that is'number one in the sun . '',food
What is the web address of the list of e-mail addresses of members of the House of Representatives ?,other
What was her real name ?,ind
Why are the ears your center of balance ?,reason
Who invented the toothbrush ?,ind
What was the name of that popular song the Creeps sang ?,cremat
Where is the Abominable Snowman said to wander ?,other
What is a fear of being alone ?,dismed
How many dots make up the symbol for'because'?,count
What do you get by adding Lactobacillus bulgaricus to milk ?,food
"When reading classified ads , what does EENTY : other stand for ?",exp
How many hearts does an octopus have ?,count
What plant has the largest seed ?,plant
What was the only country you were allowed to drive into Israel from in 1979 ?,country
What 's approaching when a cyclist shouts :'Oil'?,other
"What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?",ind
What kind of sport is often associated with hooligans ?,sport
What video game hero do some of his fans call Chomper ?,ind
How many holes are there in a tenpin bowling ball ?,count
What is the longest word in the English language ?,word
In What city or state do the most gay men live in ?,other
"What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?",ind
What is'the bear of beers'?,animal
Name the operating system that runs on IBM-compatible machines .,other
What does the name'Justin'mean ?,def
What percentage of the body is muscle ?,perc
What color of dry wine should be served with veal roasts and chops ?,color
What is a golf ball made of ?,substance
What is the Amish religion ?,def
What does an average daycare provider get paid in New England ?,money
What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?,gr
Who played the Ringo Kid in the 1939 film Stagecoach ?,ind
Who died 1 feet from where John F. Kennedy did ?,ind
What is the'coppertop'battery ?,def
What sign is The Water Carrier the zodiacal symbol for ?,symbol
What animals do you find in the stock market ?,animal
What is color ?,def
When is the site www.questions.com going to open ?,date
What did Shostakovich write for Rostropovich ?,cremat
What first name was Nipsy Russell given at birth ?,ind
How can I get some free technical information on Electric Vehicle ?,manner
Who is the youngest of the Beatles ?,ind
How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,manner
What is a Jellicle Cat ?,def
Where can I find the best free evidence for debate about Russia ?,other
What is Bill Gates of Microsoft E-mail address ?,other
What is the second hardest substance ?,substance
Why did several San Diego schools stop serving apples to students ?,reason
What Russian city boasts the Hermitage Museum ?,city
When is Bastille Day ?,date
What makes a tornado turn ?,reason
How many shots can a stock M16 hold ?,count
What two colors are you blind to if you suffer from protanopia ?,color
Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?,reason
Who is Coronado ?,desc
What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?,cremat
What is artificial intelligence ?,def
What do flatfish eat ?,food
Who was the first Holy Roman Emperor ?,ind
What can I use to remove the stubborn gummed labels from some diskettes ?,other
What day of the week sees the most fatal car accidents ?,date
"What is the origin of the word , magic ?",desc
What sport do you shag flies in ?,sport
What is white chocolate ?,def
Where is Trinidad ?,other
Name the organization that is presided by a Security Council .,gr
"Who graced the airwaves with such pearls as'Do ya lo-o-ove me ? Get naked , baby !'?",ind
What kind of wine is Spumante ?,food
Who portrayed portly criminologist Carl Hyatt on Checkmate ?,ind
How do you say I love you in Spanish ?,termeq
What does the name Gina mean ?,def
What is the most advanced handheld calculator in the world ?,product
How fast is light ?,speed
What is the belt of low pressure around the equator called ?,termeq
What are shooting stars ?,def
Whom did the Chicago Bulls beat in the 1993 championship ?,gr
When was the first American encyclopedia published ?,date
What 's the tallest building in New York City ?,other
How is Easter Sunday 's date determined ?,manner
